X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,target_id,run_id
0.0,0.0,0.0004732023196888048,0.0030603447966975,0.0,0.12804828884106012,0.013944662965259726,0.01104367541822624,0.007806801806965595,0.0072779897327504865,0.007194114403221468,0.016624132466688358,0.011649692249879735,0.002299124561363577,0.007335740296751566,0.013920480750125638,0.00625943497290664,0.02074033123886413,0.017665931319974994,0.020821808563943247,0.023275163998616084,0.008392275903393889,0.012869037481207692,0,0
0.0,0.0,0.0012952006057150916,0.004098253683883764,0.0,0.11831823544002967,0.011006205270421367,0.009097774441261858,0.006107508953062316,0.005686842257225202,0.006099363316944189,0.01718667415194348,0.011910094906641605,0.001134749789762943,0.005161157660698844,0.014955879983937314,0.007540391238680022,0.023176422546831367,0.014738276546720932,0.018150175364849138,0.01795887512136713,0.005422621837457125,0.011368759080072535,0,1
0.0,0.0,0.0021420656316030774,0.00252177080312629,0.0,0.1215867099748009,0.01261175392549377,0.00812500252098682,0.0039019586461075933,0.009306279261243047,0.013453555847127147,0.015885505165683676,0.014755126338147321,0.001291293639000742,0.004465226937781129,0.012759291098200317,0.006053917264510512,0.019489061566755436,0.015577187227537,0.021266040292681223,0.01935036723286555,0.007363858788395058,0.012661296867224602,0,2
0.0,0.0,0.002510578754186359,0.0010799056447192545,0.0,0.12377639705232558,0.014732916833596009,0.013230640856691076,0.005348235414203764,0.00469898123630254,0.011522263557444661,0.012187124627722177,0.014749076293584549,0.0016455147524631027,0.006125295032196814,0.012575276356997959,0.0007482178511457575,0.022412305585129105,0.022445146397708234,0.01972359974823868,0.018442174087700658,0.0101048273829009,0.011972672380115144,0,3
0.0,0.0,0.0008882078213269795,0.0014960175455577714,0.0,0.12026365530473979,0.008580715403607343,0.011165716058762981,0.010521304555214186,0.004993048680204022,0.004785381058886058,0.010623310337738959,0.01340538222229218,0.0013192458341515978,0.006045306858561265,0.018947568421789376,0.003459658488800052,0.020564532953752844,0.017655489901950986,0.02182689285192148,0.02113050122693947,0.0071837457556055955,0.012002833986695665,0,4
0.03006771320993206,0.0,0.0,0.0058088985391058145,0.0,0.038186783716582726,0.010635588555855644,0.013585341165744872,0.006699285492267216,0.008666848327348466,0.008273823730473827,0.019008894917637537,0.012339056002694611,0.0035049620720843397,0.0046794130978148815,0.014011057291389807,0.002074800315573229,0.02308824989382249,0.01531464201238399,0.0,0.0,0.0,0.014032253232298848,1,0
0.0273959515613101,0.0,0.0,0.006152238441917317,0.0,0.03596266577005595,0.01089839594088068,0.009900474232523045,0.008290726678284883,0.004887477821627614,0.007365989967019724,0.0169480286294335,0.014663748026624039,0.004557834404467055,0.008142820617368462,0.014574347719260165,0.004609765597922229,0.023550288176021058,0.018252186969145653,0.0,0.0,0.0,0.015944368333547648,1,1
0.021529278011289715,0.0,0.0,0.003316028871557163,0.0,0.03661326121977412,0.011208929889632575,0.014361015186328924,0.01843896435641212,0.0060168806002834675,0.008390320035472784,0.0189243633194506,0.01773014848271366,0.0058946204759462925,0.008937463608034157,0.012068211081350413,0.008214489867766834,0.022771743089658562,0.014061747917115541,0.0,0.0,0.0,0.015350725103184268,1,2
0.02615300951579705,0.0,0.0,0.0011730629430707921,0.0,0.03871138747290498,0.011306632158700982,0.017705633130031886,0.009067749795058134,0.006547938748902815,0.004077232897082609,0.02361767250573973,0.01437139377432372,0.007188627041096443,0.004961159424199825,0.016705764381211945,0.0012059305218109129,0.022013514117832738,0.022108720466035646,0.0,0.0,0.0,0.012334151880861767,1,3
0.027039337385003085,0.0,0.0,0.00772116711576793,0.0,0.04153557488132044,0.01282050424194253,0.011895912332310955,0.007634772598660595,0.009693116151746194,0.007454627070458055,0.020454795146679416,0.017228060930420425,0.004738469409035498,0.0032909730206605904,0.015848393136075827,0.0072289030868064475,0.02692815969577087,0.014398582959823672,0.0,0.0,0.0,0.010886339639106441,1,4
