X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,target_id,run_id
[0.00476634 0.00476634],[0.00420211 0.00420211],[0.00170805 0.00170805],[0.00046533 0.00046533],[0.00402436 0.00402436],[0.00261632 0.00261632],[0.00072422 0.00072422],[0.00264891 0.00264891],[0.00120124 0.00120124],[0.00032862 0.00032862],[0.00197248 0.00197248],[0.01713408 0.01713408],[0.01616048 0.01616048],[0.00494078 0.00494078],[0.00366601 0.00366601],[0.00302626 0.00302626],[0.00668822 0.00668822],[0.00238267 0.00238267],[0.00278502 0.00278502],[0.00265527 0.00265527],[0.00402767 0.00402767],[0.00174474 0.00174474],[0.00048324 0.00048324],4,4
[0.00116939 0.00116939],[0.00044351 0.00044351],[0.00113455 0.00113455],[0.00060225 0.00060225],[0.00018438 0.00018438],[0.00151548 0.00151548],[0.00352096 0.00352096],[0.00463889 0.00463889],[0.00147937 0.00147937],[0.00228097 0.00228097],[0.0019146 0.0019146],[0.0010011 0.0010011],[0.00226744 0.00226744],[0.0033383 0.0033383],[0.00710155 0.00710155],[0.0005069 0.0005069],[0.00148997 0.00148997],[0.0065078 0.0065078],[0.00029575 0.00029575],[0.00294793 0.00294793],[0.00343655 0.00343655],[0.00038962 0.00038962],[0.00315686 0.00315686],5,0
[0.00164702 0.00164702],[0.00043936 0.00043936],[0.00104809 0.00104809],[0.00062863 0.00062863],[0.00014306 0.00014306],[0.00167751 0.00167751],[0.00292064 0.00292064],[0.00398804 0.00398804],[0.00187902 0.00187902],[0.0015511 0.0015511],[0.00094159 0.00094159],[0.00199827 0.00199827],[0.00443721 0.00443721],[0.00188104 0.00188104],[0.00125159 0.00125159],[0.00050847 0.00050847],[0.00143307 0.00143307],[0.01051775 0.01051776],[0.0018093 0.0018093],[0.0023465 0.0023465],[0.00145584 0.00145584],[0.00029817 0.00029817],[0.00170465 0.00170465],5,1
[0.00167463 0.00167463],[0.00050661 0.00050661],[0.0011196 0.0011196],[0.00066864 0.00066864],[0.00019109 0.00019109],[0.00178187 0.00178187],[0.00398795 0.00398795],[0.00487409 0.00487409],[0.00157199 0.00157199],[0.00208986 0.00208986],[0.00178782 0.00178782],[0.00126591 0.00126591],[0.00302247 0.00302247],[0.00326092 0.00326092],[0.00800013 0.00800013],[0.00209582 0.00209582],[0.00144311 0.00144311],[0.00615046 0.00615046],[0.00210218 0.00210218],[0.00263765 0.00263765],[0.00347136 0.00347136],[5.10029406e-05 5.10028631e-05],[0.00311134 0.00311134],5,2
[0.00133072 0.00133072],[0.00064846 0.00064846],[0.00117219 0.00117219],[0.00160114 0.00160114],[0.00027607 0.00027607],[0.00259998 0.00259998],[0.00342179 0.00342179],[0.0039836 0.0039836],[0.00156344 0.00156344],[0.00201244 0.00201244],[0.00171858 0.00171858],[0.0010973 0.0010973],[0.002618 0.002618],[0.00303546 0.00303546],[0.00203832 0.00203832],[0.00081671 0.00081671],[0.00123851 0.00123851],[0.00714589 0.00714589],[0.0008062 0.0008062],[0.00027206 0.00027206],[0.00305718 0.00305718],[0.00017747 0.00017747],[0.00159151 0.00159151],5,3
[0.00218257 0.00218257],[0.00046649 0.00046649],[0.00130455 0.00130455],[0.00054825 0.00054825],[0.00029367 0.00029367],[0.00164743 0.00164743],[0.00372037 0.00372037],[0.00403913 0.00403913],[0.00159894 0.00159894],[0.00220863 0.00220863],[0.00182187 0.00182187],[0.00105317 0.00105317],[0.00289219 0.00289219],[0.00430536 0.00430536],[0.00453362 0.00453362],[0.00185152 0.00185152],[0.00106022 0.00106022],[0.00697956 0.00697956],[0.00058766 0.00058766],[0.0026232 0.0026232],[0.0030073 0.0030073],[0.000171 0.000171],[0.00311093 0.00311093],5,4
[0.00257089 0.00257089],[0.00239159 0.00239159],[0.00087469 0.00087469],[0.00024239 0.00024239],[0.0007769 0.0007769],[0.00077367 0.00077367],[0.00231315 0.00231315],[0.00031857 0.00031857],[0.00156396 0.00156396],[0.00171713 0.00171713],[0.000704 0.000704],[0.0033375 0.0033375],[0.00226284 0.00226284],[9.61167950e-05 9.61172882e-05],[0.0016812 0.0016812],[0.00418874 0.00418874],[0.00030797 0.00030797],[0.00527812 0.00527812],[0.00359802 0.00359802],[0.00121253 0.00121253],[5.92183627e-05 5.92185809e-05],[0.00395594 0.00395594],[8.98100641e-05 8.98101893e-05],6,0
[0.00266112 0.00266112],[0.00094639 0.00094639],[0.00311481 0.00311481],[0.00024739 0.00024739],[0.00090766 0.00090766],[0.00084807 0.00084807],[0.0022145 0.0022145],[0.00038976 0.00038976],[0.00158956 0.00158956],[0.00176499 0.00176499],[0.00086745 0.00086745],[0.00290809 0.00290809],[0.00228827 0.00228827],[0.00020425 0.00020425],[0.00242704 0.00242704],[0.00442576 0.00442576],[0.00056872 0.00056872],[0.00514018 0.00514018],[0.00034219 0.00034219],[0.00298031 0.00298031],[0.00024946 0.00024946],[0.00416547 0.00416547],[0.00443967 0.00443967],6,1
[0.00270025 0.00270025],[0.00096766 0.00096766],[0.00088765 0.00088765],[0.00024362 0.00024362],[0.00077044 0.00077044],[0.00096403 0.00096403],[0.00212378 0.00212378],[0.00035289 0.00035289],[0.00163413 0.00163413],[0.00186681 0.00186681],[0.00069063 0.00069063],[0.00308585 0.00308585],[0.002082 0.002082],[2.96629691e-05 2.96634591e-05],[0.00253194 0.00253194],[0.00407293 0.00407293],[0.00050908 0.00050908],[0.00534381 0.00534381],[0.00352383 0.00352383],[0.00283813 0.00283813],[0.00021269 0.00021269],[0.00399596 0.00399596],[2.12783281e-05 2.12784390e-05],6,2
[0.00308767 0.00308767],[0.00082449 0.00082449],[0.00091624 0.00091624],[0.00024739 0.00024739],[0.00101432 0.00101432],[0.00091772 0.00091772],[0.00239676 0.00239676],[0.00035726 0.00035726],[0.00160051 0.00160051],[0.00187463 0.00187463],[0.00084304 0.00084304],[0.00290917 0.00290917],[0.00228149 0.00228149],[1.34183846e-05 1.34188711e-05],[0.00249549 0.00249549],[0.00478826 0.00478826],[0.00060563 0.00060563],[0.00514792 0.00514792],[0.00327492 0.00327493],[0.00322222 0.00322222],[0.00022112 0.00022112],[0.00389892 0.00389892],[0.00032437 0.00032437],6,3
[0.0027366 0.0027366],[0.00243457 0.00243457],[0.00091338 0.00091338],[0.00021465 0.00021465],[0.00092381 0.00092381],[0.00087772 0.00087772],[0.00238851 0.00238851],[0.00026166 0.00026166],[0.00149741 0.00149741],[0.00169916 0.00169916],[0.00083031 0.00083031],[0.00306357 0.00306357],[0.0021995 0.0021995],[3.99546381e-05 3.99541426e-05],[0.00172442 0.00172442],[0.0049435 0.0049435],[9.34460242e-05 9.34462587e-05],[0.00531764 0.00531764],[0.003266 0.003266],[0.0015973 0.0015973],[6.11230971e-05 6.11233403e-05],[0.00482701 0.00482701],[3.02862741e-05 3.02863745e-05],6,4
[0.00120069 0.00120069],[0.0011844 0.0011844],[0.00041387 0.00041387],[1.79288922e-06 1.79292964e-06],[0.00042126 0.00042126],[0.00353085 0.00353086],[0.00260897 0.00260897],[0.00198664 0.00198664],[0.00098847 0.00098847],[0.00242104 0.00242104],[0.00095144 0.00095144],[0.00089962 0.00089962],[0.00380408 0.00380408],[0.00017866 0.00017866],[0.00454068 0.00454068],[0.00327185 0.00327185],[0.00041041 0.00041041],[0.00975808 0.00975808],[1.32391765e-05 1.32395773e-05],[0.0042096 0.0042096],[0.00149101 0.00149101],[0.00190091 0.00190091],[0.00089386 0.00089386],7,0
[0.00169858 0.00169858],[0.00108702 0.00108702],[4.96464274e-05 4.96464709e-05],[3.54328817e-05 3.54329019e-05],[0.00146619 0.00146619],[0.00280163 0.00280163],[0.00260397 0.00260397],[0.0019035 0.0019035],[0.00107964 0.00107964],[0.00270707 0.00270707],[0.00101674 0.00101674],[0.00078881 0.00078881],[0.00201146 0.00201146],[0.00077152 0.00077152],[0.0030785 0.0030785],[0.00333906 0.00333906],[0.00039497 0.00039497],[0.00937266 0.00937266],[0.00161361 0.00161361],[0.00389897 0.00389897],[0.00188361 0.00188361],[0.00106048 0.00106048],[0.0008564 0.0008564],7,1
[0.00182233 0.00182233],[0.00130917 0.00130917],[3.09888394e-06 3.09884030e-06],[3.16810737e-05 3.16810988e-05],[0.00140188 0.00140188],[0.00284368 0.00284368],[0.00280142 0.00280142],[0.00223366 0.00223366],[0.00085768 0.00085768],[0.00254484 0.00254484],[0.00094799 0.00094799],[0.00092445 0.00092445],[0.00228518 0.00228518],[0.00047883 0.00047883],[0.00382142 0.00382142],[0.00204324 0.00204324],[0.00054221 0.00054221],[0.01009071 0.01009071],[0.001955 0.001955],[0.0035408 0.0035408],[0.00240164 0.00240164],[0.00113842 0.00113842],[0.00066506 0.00066506],7,2
[0.00158143 0.00158143],[0.00112595 0.00112595],[5.48917466e-05 5.48917831e-05],[1.39826639e-05 1.39826846e-05],[0.0008189 0.0008189],[0.00349855 0.00349855],[0.00286464 0.00286464],[0.00196741 0.00196741],[0.00099748 0.00099748],[0.00243854 0.00243854],[0.00090156 0.00090156],[0.00075864 0.00075864],[0.00231397 0.00231397],[0.00101947 0.00101947],[0.00168064 0.00168064],[0.00338157 0.00338157],[0.00061817 0.00061817],[0.01034902 0.01034902],[0.00137402 0.00137402],[0.0042806 0.0042806],[0.00138478 0.00138478],[0.00054603 0.00054603],[0.0007648 0.0007648],7,3
[0.00258692 0.00258692],[0.00125909 0.00125909],[0.00010612 0.00010612],[3.49062415e-05 3.49062028e-05],[0.00059167 0.00059167],[0.00386065 0.00386065],[0.00284472 0.00284472],[0.00157475 0.00157475],[0.0009878 0.0009878],[0.00252468 0.00252468],[0.00094694 0.00094694],[0.00100162 0.00100162],[0.00228731 0.00228731],[0.0010509 0.0010509],[0.0018479 0.0018479],[0.00254811 0.00254811],[0.00093373 0.00093373],[0.01009524 0.01009525],[0.00150088 0.00150088],[0.00449163 0.00449163],[0.00180648 0.00180648],[0.0010856 0.0010856],[6.79366173e-05 6.79365172e-05],7,4
[0.00445423 0.00445423],[0.00191222 0.00191222],[0.00014603 0.00014603],[0.00144407 0.00144408],[0.00062973 0.00062973],[0.00321219 0.00321219],[0.00318026 0.00318026],[0.00311872 0.00311872],[0.00085108 0.00085108],[0.00393707 0.00393707],[0.00244549 0.00244549],[0.00126857 0.00126857],[0.00243216 0.00243216],[0.00118449 0.00118449],[0.00166677 0.00166677],[0.00913992 0.00913992],[0.00287913 0.00287913],[0.00185935 0.00185935],[0.00287789 0.00287789],[0.00381281 0.00381281],[0.00150549 0.00150549],[0.00238405 0.00238405],[0.00141836 0.00141836],8,0
[0.00232587 0.00232587],[0.00257916 0.00257916],[0.00040035 0.00040035],[0.00135496 0.00135496],[0.00159093 0.00159093],[0.00107606 0.00107606],[0.00309895 0.00309895],[0.0023079 0.0023079],[0.00012417 0.00012417],[0.00422972 0.00422972],[0.00199159 0.00199159],[0.00245417 0.00245417],[0.00312 0.00312],[0.01253007 0.01253007],[0.00058893 0.00058893],[0.003399 0.003399],[0.003145 0.003145],[0.00231048 0.00231048],[0.00368812 0.00368812],[0.01132452 0.01132452],[0.00122707 0.00122707],[0.00038463 0.00038463],[0.00068798 0.00068798],8,1
[0.0048555  0.00485551],[0.00215618 0.00215618],[0.00075147 0.00075147],[0.0019 0.0019],[0.00120831 0.00120831],[0.00259335 0.00259335],[0.00516103 0.00516103],[0.00164229 0.00164229],[0.00072975 0.00072975],[0.00430399 0.00430399],[0.00203582 0.00203582],[0.00173797 0.00173797],[0.00313754 0.00313754],[0.00938663 0.00938663],[0.00233205 0.00233205],[0.0068076 0.0068076],[0.00283327 0.00283327],[0.00011523 0.00011523],[0.00256102 0.00256102],[0.00297976 0.00297976],[0.00395205 0.00395205],[0.00104355 0.00104355],[0.00164638 0.00164638],8,2
[0.00416458 0.00416458],[0.00191835 0.00191835],[3.22438882e-05 3.22438626e-05],[0.00150336 0.00150336],[0.00067343 0.00067343],[0.00187263 0.00187263],[0.00238075 0.00238075],[0.00304076 0.00304076],[0.00068729 0.00068729],[0.00306003 0.00306003],[0.00162231 0.00162231],[0.00231728 0.00231728],[0.0030762 0.0030762],[0.00858808 0.00858808],[0.00464209 0.00464208],[0.00515862 0.00515862],[0.00300551 0.00300551],[0.00121046 0.00121046],[0.01051947 0.01051947],[0.00963819 0.00963819],[0.00113018 0.00113018],[0.00117753 0.00117753],[0.00027619 0.00027619],8,3
[0.00456123 0.00456123],[0.00232611 0.00232611],[0.00057785 0.00057785],[0.00137291 0.00137291],[0.00017547 0.00017547],[0.00294999 0.00294999],[0.00291173 0.00291173],[0.00289369 0.00289369],[0.0009658 0.0009658],[0.00453512 0.00453512],[0.00310013 0.00310013],[0.00011778 0.00011778],[0.00392659 0.00392659],[0.00138067 0.00138067],[0.00146972 0.00146972],[0.00462492 0.00462492],[0.00502468 0.00502468],[0.00109658 0.00109658],[0.00460225 0.00460225],[0.01104881 0.01104881],[0.00168635 0.00168635],[0.00254163 0.00254163],[0.00118711 0.00118711],8,4
